Position,Company Name,Location
Application Support Developer (US - Remote),Q2,Remote
UI Test Engineer,"QOMPLX, Inc.",Remote
#2110 - QA Automation Engineer (Remote),Qualitest,"Irving, TX"
Senior Protection and Control Relay Technician/ Relay Field Engineer,Qualus Power Services,"Dallas County, TX"
Supervisor of P&C Field Services- Dallas/Fort Worth Texas,Qualus Power Services,Dallas-Fort Worth Metroplex
Lead Protection and Control Relay Technician/ Field Engineer,Qualus Power Services,"Fort Worth, TX"
Data Quality Assurance Analyst - Remote,"Quest Analytics, LLC",Remote
Software Automation QA Staff Engineer,Quest Software,Remote
QA Engineer,QuinStreet,Remote
Quality Assurance Analyst (Automation),"r2 Technologies, Inc.","Dallas, TX"
Lead QA Engineer,RadarFirst,Remote
QA Engineer,RadarFirst,Remote
Growth Product Manager,Rainforest QA,Remote
Sr. System & Automation Administrator,Rave Mobile Safety,Remote
Mobile Application Developer / Tester,RCM Technologies Technical Publications,"Grand Prairie, TX"
Senior Business Systems Analyst - NetSuite (Remote Eligible),Redfin,Remote
Backend Engineer (Automation),Remote,Remote
Senior Backend Engineer (Automation),Remote,Remote
Product Quality and Support Engineer (Remote),Rentable,Remote
"Senior Software Engineer, QA",ResMed,Remote
Automation Engineer,Resolve Tech Solutions,"Irving, TX"
Business Systems Analyst/ QA Analyst - 100% REMOTE,"Resource 1, Inc.",Remote
"Azure Pipeline Engineer, remote | 766137",Revel IT,Remote
Clinical Operations Manager,Reveleer,Remote
Senior Test Engineer (Remote),ReviewTrackers,Remote
QA Engineer,Ridecell,Remote
Support Enablement Program Manager,Rippling,Remote
QA Automation Engineer,"RIT Solutions, Inc.","Dallas, TX"
SAP QA -Remote,"RIT Solutions, Inc.","Dallas, TX"
QA Analyst,"RIT Solutions, Inc.","Dallas, TX"
Quality Assurance Analyst,"RIT Solutions, Inc.","Irving, TX"
QA Automation Tester,"RIT Solutions, Inc.","Plano, TX"
Quality Assurance Analyst,Robert Half,"Dallas, TX"
QA Engineer Onsite,Robert Half,"Dallas, TX"
Quality Assurance Tester,Robert Half,"Fort Worth, TX"
QA Engineer,Rockbot,Remote
QA Manager,RStudio PBC,Remote
Manager- Software QA Engineering,RumbleOn,"Irving, TX"
"Consultant, Innovation Lab",Ryan,"Dallas, TX"
Software Architect (DevSecOps),S&C Electric Company,Remote
Team Lead Software QA Engineering,Sabre Corporation,"Dallas, TX"
Senior Software QA Engineer (Remote),Sabre Corporation,"Southlake, TX"
"Principal Solution Architect - GCP, Automation",Sabre Corporation,"Southlake, TX"
Team Lead Software QA Engineer (Remote),Sabre Corporation,"Southlake, TX"
Product Security Engineer,SailPoint,Remote
Senior Site Reliability Engineer,Saks Fifth Avenue,Remote
"Senior Manager I, Software Engineering",Sam's Club,"Dallas, TX"
Senior QA Automation Engineer - Embedded Systems,Samsara,Remote
"Professional, Software Quality Assurance (mult.)",Samsung Electronics America,"Plano, TX"
DevOps / Site Reliability Engineer,Sapphire Digital,Remote
QA Analyst,Saturn,Remote
Site Reliability Engineer (Fully Remote),"Scentsy, Inc. (Corporate Office)","Dallas, TX"
Remote Automation QA Engineer,Scopic Software,Remote
Senior QA Engineer,Scorpion,Remote
Client UAT Analyst,SeaHill Consulting Group,Remote
Quality Assurance Engineer,Sectigo,Remote
Freelance Designer,Seer Interactive,Remote
Linux System Engineer,Semantic AI,Remote
QA Manager - Remote,SemanticBits,Remote
Quality Assurance Automation Engineer - Remote,SemanticBits,Remote
Senior Quality Analyst,Servion Global Solutions,Remote
Senior Software Quality Assurance Engineer,"ShipBob, Inc.",Remote
QA Engineer,Shipyard,Remote
"Manager, Quality Engineering","Shopkick, a Trax Company",Remote
Principal Software Development Engineer - Test Tools and Frameworks,Siden,Remote
Software Engineers UI - Siemens Comfy | Enlighted Job Opportunity - Based in US Major City (Hybrid or Remote),Siemens,"Plano, TX"
Full Stack Software Engineers Siemens - Comfy | Enlighted Job Opportunity - Based in US Major City (Hybrid or Remote),Siemens,"Plano, TX"
Backend Software Engineers - Siemens Comfy | Enlighted Job Opportunity - Based in US Major City (Hybrid or Remote),Siemens,"Plano, TX"
Senior Backend Software Engineers - Siemens Comfy | Enlighted Job Opportunity - Based in US Major City (Hybrid or Remote),Siemens,"Plano, TX"
Senior Full Stack Software Engineers - Siemens Comfy | Enlighted Job Opportunity - Based in US Major City (Hybrid or Remote),Siemens,"Plano, TX"
Principal Backend Software Engineers - Siemens Comfy | Enlighted Job Opportunity - Based in US Major City (Hybrid or Remote),Siemens,"Plano, TX"
Senior Software Engineers UI - Siemens Comfy | Enlighted Job Opportunity - Based in US Major City (Hybrid or Remote),Siemens,"Plano, TX"
Application Engineer EDA Emulation,Siemens Digital Industries Software,"Dallas, TX"
Applications Engineer EDA emulation,Siemens Digital Industries Software,"Dallas, TX"
Applications Engineer EDA FPGA Prototyping,Siemens Digital Industries Software,"Dallas, TX"
Software QA Engineer (Remote),Siemens Digital Industries Software,"Dallas, TX"
Senior Customer Experience QA,Siemens Digital Industries Software,"Plano, TX"
Senior Data Quality Assurance (QA) Engineer,Siemens Digital Industries Software,"Plano, TX"
Senior Cloud/Web Development Engineer and Team Leader,Siemens Digital Industries Software,"Plano, TX"
Backend Automation QA Engineer,SigFig,Remote
"Manager, Digital Marketing & Operations",Signify Health,"Dallas, TX"
Software Engineer in Test (Remote),Signify Health,"Dallas, TX"
Senior Software Engineer in Test (Remote),Signify Health,"Dallas, TX"
Staff CAD Engineer (IP) - Remote,Silicon Labs,Remote
Software Quality Engineer - Remote,Sitetracker,Remote
Lead Software Test Engineering - Remote CO,SitusAMC,Remote
Lead Software Test Engineer -Remote US,SitusAMC,Remote
QA Test Analyst - Automation,Skiltrek,"Allen, TX"
Senior QA Analyst - Automation,Skiltrek,"Allen, TX"
Senior Site Reliability Engineer,Smarsh,Remote
Site Reliability Engineer,Smarsh,Remote
Data Engineer,Smarsh,Remote
Solutions Developer,SmartBug Media,Remote
Cloud Consultant (774),SMX,Remote
Staff Software Engineer Platform Service,Socure,Remote
Sr. Quality Assurance Engineer (remote eligible),SoftPro,Remote
QA Lead/Manager,"Software Guidance & Assistance, Inc. (SGA, Inc.)","Irving, TX"
QA Lead with Content Management || Remote 100% || Full-Time,Software Technology Inc.,"Dallas, TX"
QA Lead with API/Web service testing || 100% Remote || Full Time,Software Technology Inc.,"Dallas, TX"
QA Analyst,Solifi,Remote
Software Development Engineer in Test - Cloud,"Sonos, Inc.",Remote
Senior Software QA Manager,"Sonos, Inc.",Remote
IT - QA Engineer,Spearhead Technology,"Frisco, TX"
Email & CRM Strategist,Spinutech,Remote
Quality Assurance Automation Lead,Spirent Communications,Remote
Staff Software Engineer,Spirent Communications,Remote
Associate Quality Assurance Engineer,SS&C Technologies,Remote
SQA Engineer,SS&C Technologies,Remote
Geographic Information Systems Engineer,SSP Innovations,Remote
Quality Assurance Engineer,Streamlabs,Remote
Senior QA Automation Engineer,Stride,Remote
"Principal SQA Engineer, Automation (Remote)","Stride, Inc.",Remote
"Staff Test Engineer, Embedded Systems",Stryker,"Flower Mound, TX"
QA & Test Automation Engineer - Software - Remote - VC-backed - Enterprise SaaS,Subskribe,Remote
Site Reliability Engineer II,Subsplash,Remote
Salesforce QA Engineer,Sundae,Remote
QA Engineer,Sundae,Remote
Remote Salesforce Solutions Architect,Susan G. Komen,"Dallas, TX"
Manager - QA,Sutherland,Remote
Professional - Lead - QA,Sutherland,Remote
Sr. QA Lead(Healthcare) required for Contract To Hire Remote Project,SVAM International Inc.,Remote
Retention Marketing Manager,Swanky Badger,Remote
Lead Automation QA Engineer,Switchfly,Remote
DevOps Engineer,Switchfly,Remote
Senior Database Administrator,symplr,Remote
QA Automation Engineer,Synechron,"Addison, TX"
QA Automation tester ( Selenium) - 100% Remote,System Soft Technologies,Remote
QA Lead,Tackle-Consulting,Remote
QA Engineer #: 22-02199,"TalentBurst, an Inc 5000 company","Dallas, TX"
Senior Quality Assurance Engineer,Talentfoot Executive Search & Staffing,Remote
Lead Systems Engineer,Talentsearchpro,"Dallas, TX"
QA Manager,Tally,Remote
Email Campaign Manager,Tandem Theory,Remote
Senior Quality Assurance Analyst,TCGplayer,Remote
QA Engineer (Remote),"Teaching Strategies, LLC","Dallas, TX"
Lifecycle Quality Program Manager,TealBook,Remote
Production Team Lead / Onsite - Garland,TeamGlobal,"Garland, TX"
Senior Quality Assurance Engineer,TeamSnap,Remote
Senior QA Automation Engineer - Platform Team,Teckro,Remote
DevOps Manager,TekisHub Consulting Services,"Irving, TX"
QA Analyst,TekPartners,Remote
BigData Automation Engineer,Tekstrom Inc,"Irving, TX"
Marketing Automation Manager,Teladoc Health,Remote
Lead QA Engineer - Test Automation,Texas Capital Bank,"Richardson, TX"
Sr System Administrator â€“ ERP Solutions,Texas Health Resources,"Arlington, TX"
QA Sr Manager,The Container Store,"Coppell, TX"
QA Engineer,The Execu|Search Group,"Dallas, TX"
Quality Assurance Specialist - 100% REMOTE,The Finders,Remote
Software Engineer (Automation) - REMOTE,The Hartford,"Frisco, TX"
Full Stack Software Engineer,The Judge Group,"The Colony, TX"
"Software QA Automation Engineer, Load Testing",The Judge Group,Remote
Lead Senior Software QA Automation Engineer,The Judge Group,Remote
Performance Test Engineering Lead,The Judge Group,Remote
Software Quality Assurance Analyst,The Select Group,Remote
warehouse management system QA Tester â€“ Full Time -100 % Remote,Themesoft inc,Remote
Senior Quality Assurance Engineer,TheoremOne,Remote
Senior Test Engineer (RRS001512),Thycotic,Remote
QA Analyst,Tide Cleaners,"Dallas, TX"
Software Development Team Lead,Tide Cleaners,"Dallas, TX"
QA Automation Engineer,"Tivix, Inc.",Remote
QA Engineer II,Toast,Remote
Sr. QA Automation Engineer (ETL and Big Data),Total Expert,Remote
QA Test Automation Mid,TransTech IT Staffing - A Mitchell Martin Company,"Irving, TX"
QA Analyst Mid,TransTech IT Staffing - A Mitchell Martin Company,"Irving, TX"
Sr QA Analyst,TransTech IT Staffing - A Mitchell Martin Company,"Irving, TX"
QA Automation Engineer - Web Technologies,Trek Bicycle,Remote
"Staff SDET - JavaScript, WebdriverIO, Selenium","TRIAD Group, Inc.",Remote
Senior Quality Assurance Automation Engineer,Trintech,"Plano, TX"
QA Test Automation Architect,Trintech,Remote
Dev Ops Engineer,Trintech,Remote
DevOps Manager,Trissential,Remote
Process Excellence Manager,TT Electronics plc,"Plano, TX"
Quality Engineer,TT Electronics plc,"Plano, TX"
Software QA Engineer - Autonomous Driving,TuSimple,"Dallas, TX"
Senior Test Engineer,Twitter,Remote
Software Engineer (Full Stack â€“ Automation,U.S. Bank,"Irving, TX"
Software Engineer (Fullstack Automation),U.S. Bank,"Irving, TX"
Software Engineer ( Full Stack Automation),U.S. Bank,"Irving, TX"
"Analyst, IT Quality Assurance",U.S. Renal Care,Remote
"Software Engineer in Test I, Dallas",UiPath,"Dallas, TX"
Principal Sales Engineer - Test Automation (Remote),UiPath,Remote
Sr. Software Engineer - Commerce Platform (REMOTE),Under Armour,Remote
QA Engineer - Core Media - REMOTE,Under Armour,Remote
QA Engineer - UA Shop App - REMOTE,Under Armour,Remote
Senior Software Engineer in Test,Unite Us,Remote
"Lead QA Engineer, Parsec",Unity,Remote
Senior QA Automation Engineer (Remote),"Upgrade, Inc.",Remote
Senior Application Security Engineer (Remote),"Upgrade, Inc.",Remote
Senior Site Reliability Engineer (Remote),"Upgrade, Inc.",Remote
Senior Performance Engineer (Remote),"Upgrade, Inc.",Remote
Sr. Data Engineer,UpRecruit,Remote
QA Engineer,Upstart,Remote
Product Quality Engineer,Upstart,Remote
"Senior QA Engineer, Auto Retail",Upstart,Remote
QA Engineer,UWorld,"Coppell, TX"
Level 2 Software Engineer (SQL Developer) | 307988,Vaco,"Plano, TX"
Level 3 Software Engineer (SQL Developer) | 307990,Vaco,"Plano, TX"
Functional Tester,VDart,"Dallas, TX"
Quality Analyst,VDart,"Dallas, TX"
"Senior / Lead DevOps Engineer-Remote- US, Canada, LATAM","Velocity Global, LLC",Remote
"Senior QA Engineer - Remote- US, Canada, LATAM","Velocity Global, LLC",Remote
100% remote IAM QA Tester (IAM experience is MUST) W2 resources ONLY,Veritis Group Inc,Remote
Marketing Automation Manager,"Veritone, Inc.",Remote
Senior QA Test Automation Engineer,Verizon,"Irving, TX"
Business Insights Consultant,Verizon,"Irving, TX"
Senior Security Risk Management,Verizon,"Irving, TX"
Client Success Executive (CSE),Verticurl (a WPP Company),Remote
QA Automation Engineer (Remote),Vesta Healthcare,"Dallas, TX"
Specialist Electronic Submissions,Viatris,Remote
Engineering Manager (Remote),Visit.org,Remote
Quality Test Engineer I,Viventis Search Asia,Remote
Senior Software Quality Engineer,"Vizient, Inc","Irving, TX"
QA Analyst,VMLY&R,"Frisco, TX"
Automation Engineer (Remote Friendly),Vouch Insurance,Remote
QA Engineer (Remote Friendly),Vouch Insurance,Remote
Email Marketing Manager,VRAI,Remote
Machine Learning Engineer (Remote),Vroom,Remote
Senior DevOps Engineer,Wagr,Remote
Compliance Technology Lead Software Engineer,Wells Fargo,"Dallas, TX"
Experienced Consultant- Productivity,West Monroe,"Dallas, TX"
Mid-level Quality Engineer (DW/ETL) 6 mos CTH,Western Alliance Bank,"Dallas, TX"
Lead Quality Engineer (DW/ETL)- 6 mos CTH,Western Alliance Bank,"Dallas, TX"
Data analysis QA Automation Engineer,WEX,Remote
Senior Software QA Engineer,WEX,Remote
"Sr. Manager, Marketing Operations",Wheel,Remote
Senior Software Development Engineer in Test (SDET),When I Work,NAMER
Senior Software Development Engineer (SDET),When I Work,Remote
"Assoc. Director, Marketing Automation",Wiley,Remote
Software Developer,Wiley,Remote
QA Manager,Wisetack,Remote
QA Tester - IT - (Remote),World Education Services,Remote
Senior Java Full Stack Developer,World Fuel Services,Remote
IT QA Analyst,World Travel Holdings,Remote
DevOps Manager,Wunderkind,Remote
Sr. Automation QA Engineer,Xactly Corp,Remote
QA Automation Engineer,Xcelo Group Inc,"Irving, TX"
QA Developer,Xpressdocs,"Fort Worth, TX"
Quality Assurance Engineer,"Yoh, A Day & Zimmermann Company",Dallas-Fort Worth Metroplex
Manager of Quality Assurance (QA),"Yoh, A Day & Zimmermann Company","Dallas, TX"
Quality Assurance Lead with Salesforce,"Yoh, A Day & Zimmermann Company","Dallas, TX"
QA Test- Mobile- Contract to Hire,"Yoh, A Day & Zimmermann Company","Irving, TX"
QA Tester (Automated & Manual),"Yoh, A Day & Zimmermann Company","Irving, TX"
QA Lead,"Yoh, A Day & Zimmermann Company","Plano, TX"
Quality Assurance Engineer,Zeel,Remote
QA Engineer,ZenKey,"Dallas, TX"
Sr QA Automation Engineer (Remote US),Zenput,Remote
"Business Systems Analyst, HR & Legal Applications",Zuora,Remote
